Course Title,Rating,Provider,Level,Reviews,Type,Duration
Fundamentals of Music Theory,4.5,The University of Edinburgh,Beginner,1800.0,Course,1 - 3 Months
Nutrition and Lifestyle in Pregnancy,4.8,Ludwig-Maximilians-Universität München (LMU),Intermediate,3000.0,Course,1 - 4 Weeks
Life Cycle Assessment,4.2,University of Michigan,Intermediate,38.0,Course,1 - 3 Months
Security Awareness Training,4.7,ISC2,Beginner,1200.0,Course,1 - 3 Months
Developing AI Applications with Python and Flask,4.4,IBM,Intermediate,731.0,Course,1 - 4 Weeks
Ecology: Ecosystem Dynamics and Conservation,4.8,American Museum of Natural History,Intermediate,3200.0,Course,1 - 3 Months
Econometrics: Methods and Applications,4.6,Erasmus University Rotterdam,Mixed,1200.0,Course,1 - 3 Months
Robotics: Aerial Robotics,4.5,University of Pennsylvania,Mixed,3100.0,Course,1 - 4 Weeks
Python Programming Fundamentals,3.6,Duke University,Beginner,29.0,Course,1 - 4 Weeks
An Introduction to Accessibility and Inclusive Design,4.7,University of Illinois Urbana-Champaign,Beginner,210.0,Course,1 - 3 Months
Image Processing for Engineering and Science,4.8,MathWorks,Beginner,142.0,Specialization,1 - 3 Months
Epidemiology for Public Health,4.8,Imperial College London,Beginner,1200.0,Specialization,1 - 3 Months
Roman Architecture,4.9,Yale University,Beginner,631.0,Course,3 - 6 Months
Retail Marketing Strategy,4.8,University of Pennsylvania,Beginner,229.0,Course,1 - 4 Weeks
Excel Skills for Business Forecasting,4.9,Macquarie University,Intermediate,263.0,Specialization,3 - 6 Months
Understanding Basic SQL Syntax ,4.7,Coursera Project Network,Beginner,193.0,Guided Project,Less Than 2 Hours
ESG and Social Activism,4.8,University of Pennsylvania,Beginner,138.0,Course,1 - 4 Weeks
Building Scalable Java Microservices with Spring Boot and Spring Cloud,4.3,Google Cloud,Intermediate,1300.0,Course,1 - 4 Weeks
Big Data,4.5,University of California San Diego,Beginner,14000.0,Specialization,3 - 6 Months
Hands-on Introduction to Linux Commands and Shell Scripting,4.7,IBM,Beginner,1200.0,Course,1 - 4 Weeks
Introduction to Computer Science and Programming,4.2,University of London,Beginner,1400.0,Specialization,3 - 6 Months
Autodesk CAD/CAM for Manufacturing,4.8,Autodesk,Intermediate,977.0,Specialization,3 - 6 Months
"Positive Psychology: Character, Grit and Research Methods",4.4,University of Pennsylvania,Beginner,1100.0,Course,1 - 4 Weeks
The Language of Design: Form and Meaning,4.6,California Institute of the Arts,Beginner,820.0,Course,1 - 3 Months
Preventing Chronic Pain: A Human Systems Approach,4.7,University of Minnesota,Beginner,409.0,Course,1 - 3 Months
Front-End Developer Capstone ,4.6,Meta,Intermediate,346.0,Course,1 - 4 Weeks
Health Information Literacy for Data Analytics,4.5,"University of California, Davis",Intermediate,226.0,Specialization,3 - 6 Months
Introduction to Good Clinical Practice,4.6,Novartis,Beginner,177.0,Course,1 - 4 Weeks
"Recruiting, Hiring, and Onboarding Employees",4.7,University of Minnesota,Mixed,4400.0,Course,1 - 4 Weeks
Building No-Code Apps with AppSheet,4.7,Google Cloud,Beginner,144.0,Specialization,3 - 6 Months
"Remote Sensing Image Acquisition, Analysis and Applications",4.7,UNSW Sydney (The University of New South Wales),Intermediate,150.0,Course,3 - 6 Months
Credit Risk Management: Frameworks and Strategies,4.6,New York Institute of Finance,Beginner,263.0,Course,1 - 3 Months
"Everyday Excel, Part 1",4.7,University of Colorado Boulder,Beginner,3400.0,Course,1 - 3 Months
Precision Medicine,4.5,University of Geneva,Intermediate,282.0,Course,1 - 3 Months
Qualitative Research Methods in Psychology,4.5,American Psychological Association,Beginner,10.0,Specialization,3 - 6 Months
Design of Ventilation& Air conditioning System for Buildings,3.8,L&T EduTech,Intermediate,11.0,Specialization,3 - 6 Months
Leadership in 21st Century Organizations,4.8,Copenhagen Business School,Mixed,1100.0,Course,3 - 6 Months
Data Analysis Using Python,4.5,University of Pennsylvania,Beginner,392.0,Course,1 - 4 Weeks
Expressway to Data Science: Python Programming,4.7,University of Colorado Boulder,Beginner,180.0,Specialization,1 - 3 Months
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,4.8,McMaster University,Beginner,13000.0,Course,1 - 4 Weeks
Employee Relations,4.7,HRCI,Beginner,132.0,Course,1 - 4 Weeks
Machine Learning and Reinforcement Learning in Finance,3.7,New York University,Intermediate,799.0,Specialization,3 - 6 Months
Introduction to Microsoft Dynamics 365,4.6,Microsoft,Beginner,41.0,Course,1 - 3 Months
"Incident Response, BC, and DR Concepts",4.8,ISC2,Beginner,178.0,Course,1 - 3 Months
"Sleep: Neurobiology, Medicine, and Society",4.8,University of Michigan,Beginner,761.0,Course,1 - 3 Months
The Payroll Professional,4.8,"Automatic Data Processing, Inc. (ADP)",Beginner,40.0,Course,1 - 4 Weeks
IELTS Writing Section Skills Mastery,4.7,"University of California, Irvine",Beginner,1100.0,Course,1 - 4 Weeks
COVID-19 Contact Tracing,4.9,Johns Hopkins University,Beginner,95000.0,Course,1 - 3 Months
Accounting Analytics,4.5,University of Pennsylvania,Mixed,3000.0,Course,1 - 4 Weeks
Decision-Making and Scenarios,4.6,University of Pennsylvania,Mixed,1700.0,Course,1 - 4 Weeks
AI For Medical Treatment,4.7,DeepLearning.AI,Intermediate,515.0,Course,1 - 4 Weeks
Digital Marketing Strategy and Planning,4.6,Digital Marketing Institute,Beginner,428.0,Specialization,1 - 3 Months
Mathematics for Machine Learning: Multivariate Calculus,4.7,Imperial College London,Beginner,5600.0,Course,1 - 3 Months
Accounting for Decision Making,4.7,University of Michigan,Intermediate,455.0,Course,1 - 3 Months
Hands-on Internet of Things,4.7,University of Illinois Urbana-Champaign,Intermediate,240.0,Specialization,3 - 6 Months
Troubleshooting and Debugging Techniques,4.6,Google,Beginner,2900.0,Course,1 - 4 Weeks
Computer Communications,4.6,University of Colorado System,Intermediate,3100.0,Specialization,3 - 6 Months
Autodesk Generative Design for Manufacturing,4.8,Autodesk,Advanced,357.0,Specialization,3 - 6 Months
Introduction to 3D Modeling,3.7,University of Michigan,Beginner,19.0,Course,1 - 4 Weeks
Entrepreneurship 2: Launching your Start-Up,4.8,University of Pennsylvania,Mixed,2000.0,Course,1 - 4 Weeks
Data Analytics in Sports Law and Management,4.9,The State University of New York,Beginner,19.0,Specialization,3 - 6 Months
Introduction to battery-management systems,4.8,University of Colorado Boulder,Intermediate,2100.0,Course,1 - 3 Months
The Economics of Health Care Delivery,4.8,University of Pennsylvania,Mixed,659.0,Course,1 - 4 Weeks
Social and Economic Networks:  Models and Analysis,4.8,Stanford University,Advanced,733.0,Course,1 - 3 Months
Chinese for HSK 1,4.9,Peking University,Beginner,2400.0,Course,1 - 3 Months
Dino 101: Dinosaur Paleobiology,4.9,University of Alberta,Beginner,3500.0,Course,1 - 3 Months
Python Project for Data Engineering,4.6,IBM,Intermediate,642.0,Course,1 - 4 Weeks
Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,4.8,University of Colorado Boulder,Beginner,134.0,Course,1 - 3 Months
Managing Your Health: The Role of Physical Therapy and Exercise,4.7,University of Toronto,Beginner,702.0,Course,1 - 3 Months
Strategic Communication Campaigns,4.8,University of Colorado Boulder,Beginner,18.0,Specialization,1 - 3 Months
Introduction to Java and Object-Oriented Programming,4.3,University of Pennsylvania,Beginner,268.0,Course,1 - 4 Weeks
Sales Operations/Management,4.5,West Virginia University,Beginner,370.0,Specialization,3 - 6 Months
IBM Data Analyst Capstone Project,4.6,IBM,Intermediate,1100.0,Course,1 - 3 Months
Supply Chain Management: A Learning Perspective ,4.7,Korea Advanced Institute of Science and Technology(KAIST),Mixed,1600.0,Course,1 - 3 Months
"Project Management Foundations, Initiation, and Planning",4.7,SkillUp EdTech,Beginner,265.0,Course,1 - 3 Months
Solar Energy System Design,4.7,The State University of New York,Intermediate,411.0,Course,1 - 3 Months
Design and Conduct of Clinical Trials,4.7,Johns Hopkins University,Beginner,226.0,Course,1 - 3 Months
Spanish Vocabulary: Meeting People,4.6,"University of California, Davis",Beginner,3200.0,Course,1 - 4 Weeks
What is Corruption: Anti-Corruption and Compliance,4.9,University of Pennsylvania,Mixed,562.0,Course,1 - 4 Weeks
Additive Manufacturing,4.8,Arizona State University,Beginner,92.0,Specialization,3 - 6 Months
Developing Back-End Apps with Node.js and Express,4.4,IBM,Intermediate,408.0,Course,1 - 4 Weeks
Classical Sociological Theory ,4.9,University of Amsterdam,Mixed,2900.0,Course,1 - 3 Months
Drug Development,4.7,University of California San Diego,Beginner,2300.0,Course,1 - 3 Months
The Art of Storytelling,4.5,IESE Business School,Beginner,193.0,Course,1 - 4 Weeks
VFX with Adobe After Effects from Novice to Expert,4.3,EDUCBA,Beginner,25.0,Course,1 - 3 Months
Introduction to Networking,4.6,NVIDIA,Beginner,158.0,Course,1 - 4 Weeks
Navigating Generative AI: A CEO Playbook,4.8,Coursera,Mixed,61.0,Course,1 - 4 Weeks
Rebuilding Our Relationship with Food,4.9,Stanford University,Beginner,303.0,Course,1 - 4 Weeks
Business English,4.7,Arizona State University,Intermediate,2300.0,Specialization,3 - 6 Months
Agile Leadership,4.8,University of Colorado System,Beginner,2600.0,Specialization,3 - 6 Months
Introduction to Dental Medicine,4.8,University of Pennsylvania,Beginner,1400.0,Course,1 - 3 Months
The Truth About Cats and Dogs,4.8,The University of Edinburgh,Mixed,2300.0,Course,1 - 3 Months
Introduction to FPGA Design for Embedded Systems,4.6,University of Colorado Boulder,Intermediate,1200.0,Course,1 - 4 Weeks
Antimicrobial resistance - theory and methods,4.7,Technical University of Denmark (DTU),Intermediate,2300.0,Course,1 - 3 Months
Data Science Ethics,4.7,University of Michigan,Beginner,1000.0,Course,1 - 3 Months
BIM Application for Engineers,4.7,National Taiwan University,Intermediate,477.0,Course,1 - 3 Months
Researcher's Guide to Omic Data,No rating,Fred Hutchinson Cancer Center,Intermediate,0.0,Specialization,3 - 6 Months
Data Warehousing for Business Intelligence,4.5,University of Colorado System,Advanced,3900.0,Specialization,3 - 6 Months
Data Science Math Skills,4.5,Duke University,Beginner,12000.0,Course,1 - 3 Months
Patent Law,4.8,University of Pennsylvania,Mixed,259.0,Course,1 - 4 Weeks
Modern Art & Ideas,4.8,The Museum of Modern Art,Beginner,6400.0,Course,1 - 3 Months
Leading transformations: Manage change,4.7,Macquarie University,Beginner,1500.0,Course,1 - 3 Months
Software Engineering,4.6,The Hong Kong University of Science and Technology,Intermediate,382.0,Specialization,3 - 6 Months
Core 1: Hardware and Network Troubleshooting,4.6,IBM,Advanced,76.0,Course,1 - 3 Months
Future Ready Company,4.8,London Business School,Intermediate,58.0,Specialization,3 - 6 Months
Dentistry 101,4.8,University of Michigan,Beginner,354.0,Course,1 - 4 Weeks
Supply Chain Sourcing,4.7,Rutgers the State University of New Jersey,Beginner,2000.0,Course,1 - 4 Weeks
RNA Biology with Eterna,4.7,Stanford University,Beginner,56.0,Course,1 - 4 Weeks
Excel Skills for Business: Advanced,4.7,Macquarie University,Intermediate,5800.0,Course,1 - 3 Months
Introduction to Personal Branding,4.4,University of Virginia,Beginner,8700.0,Course,1 - 3 Months
Computational Thinking for Problem Solving,4.7,University of Pennsylvania,Beginner,1400.0,Course,1 - 4 Weeks
Data Analyst Career Guide and Interview Preparation,4.6,IBM,Beginner,368.0,Course,1 - 4 Weeks
Strategic Planning and Execution,4.7,University of Virginia,Mixed,732.0,Course,1 - 4 Weeks
COBOL Programming with VSCode,4.7,IBM,Beginner,177.0,Course,1 - 4 Weeks
Copyright Law,4.8,University of Pennsylvania,Mixed,333.0,Course,1 - 4 Weeks
Financial Analysis of Organizations,4.5,University of Illinois Urbana-Champaign,Beginner,90.0,Course,1 - 4 Weeks
Medical Terminology II,5.0,Rice University,Beginner,128.0,Course,1 - 3 Months
Leadership Out of the Box,4.6,Queen Mary University of London,Advanced,105.0,Specialization,3 - 6 Months
Linux System Programming and Introduction to Buildroot,4.1,University of Colorado Boulder,Advanced,71.0,Course,1 - 4 Weeks
Conflict Transformation,4.8,Emory University,Beginner,420.0,Course,1 - 3 Months
Foundations of Marketing Analytics,4.3,Emory University,Intermediate,505.0,Specialization,3 - 6 Months
Frontend Development,4.7,Scrimba,Beginner,352.0,Specialization,3 - 6 Months
Foundations of Teaching for Learning: Curriculum,4.6,Commonwealth Education Trust,Mixed,420.0,Course,1 - 3 Months
Machine Design Part I,4.8,Georgia Institute of Technology,Intermediate,2100.0,Course,1 - 3 Months
Foundations of Teaching for Learning: Being a Teacher,4.6,Commonwealth Education Trust,Mixed,924.0,Course,1 - 3 Months
"Lending, Crowdfunding, and Modern Investing",4.6,University of Pennsylvania,Beginner,559.0,Course,1 - 4 Weeks
Understanding Medical Research: Your Facebook Friend is Wrong,4.9,Yale University,Beginner,2000.0,Course,1 - 3 Months
Introduction to Web Development,4.7,"University of California, Davis",Beginner,3600.0,Course,1 - 4 Weeks
"Federal Taxation I: Individuals, Employees, and Sole Proprietors",4.9,University of Illinois Urbana-Champaign,Intermediate,633.0,Course,1 - 3 Months
From Sleep Disorders to Sleep Health,No rating,University of Michigan,Beginner,0.0,Course,1 - 3 Months
Introduction to Communication Science,4.7,University of Amsterdam,Mixed,1900.0,Course,1 - 4 Weeks
The Bilingual Brain,4.6,University of Houston,Mixed,659.0,Course,1 - 3 Months
The Science of Training Young Athletes,4.8,University of Florida,Beginner,863.0,Course,1 - 3 Months
Collaborative Robotics in Industry,4.4,L&T EduTech,Intermediate,16.0,Specialization,1 - 3 Months
"Solar Energy for Engineers, Architects and Code Inspectors",4.7,University at Buffalo,Beginner,1300.0,Specialization,3 - 6 Months
Secure Coding Practices,4.5,"University of California, Davis",Intermediate,557.0,Specialization,3 - 6 Months
Cloud Security Risks: Identify and Protect Against Threats,5.0,Google Cloud,Beginner,7.0,Course,1 - 4 Weeks
Fundamentals of Ansible,4.7,Red Hat,Beginner,29.0,Course,1 - 3 Months
Foundations of Public Health Practice,4.8,Imperial College London,Beginner,571.0,Specialization,3 - 6 Months
Fortinet Network Security,4.7,"Fortinet, Inc.",Intermediate,26.0,Specialization,3 - 6 Months
Data Analytics for Lean Six Sigma,4.8,University of Amsterdam,Beginner,3300.0,Course,1 - 3 Months
Become a Journalist: Report the News!,4.7,Michigan State University,Beginner,1600.0,Specialization,3 - 6 Months
Advanced Computer Vision with TensorFlow,4.8,DeepLearning.AI,Intermediate,488.0,Course,1 - 4 Weeks
Designing for User Experience,4.4,Microsoft,Mixed,7.0,Course,1 - 3 Months
Applied Sustainability for Technical Managers,4.6,University of Colorado Boulder,Intermediate,24.0,Specialization,3 - 6 Months
First Order Optical System Design,4.3,University of Colorado Boulder,Advanced,315.0,Course,1 - 3 Months
Marketing Analytics Foundation,4.8,Meta,Beginner,1900.0,Course,1 - 4 Weeks
Software Development on SAP HANA,4.5,SkillUp EdTech,Beginner,15.0,Course,1 - 4 Weeks
Supply Chain Planning,4.7,Rutgers the State University of New Jersey,Beginner,2900.0,Course,1 - 4 Weeks
Trademark Law,4.8,University of Pennsylvania,Mixed,239.0,Course,1 - 4 Weeks
A life with ADHD,4.4,University of Geneva,Beginner,14.0,Course,1 - 3 Months
Cyber Security Fundamentals,4.6,University of London,Beginner,150.0,Course,1 - 4 Weeks
Kali Linux,4.3,Board Infinity,Intermediate,87.0,Course,1 - 4 Weeks
Introduction to Chemistry:  Reactions and Ratios,4.7,Duke University,Beginner,1200.0,Course,1 - 3 Months
Introduction to Programming,4.7,Ball State University,Beginner,17.0,Course,1 - 3 Months
Tableau Data Analyst Certification Preparation,4.6,SkillUp EdTech,Advanced,15.0,Specialization,3 - 6 Months
Agile Project Management,4.8,University of Colorado Boulder,Beginner,230.0,Course,1 - 4 Weeks
C for Everyone: Programming Fundamentals,4.5,"University of California, Santa Cruz",Beginner,6400.0,Course,1 - 3 Months
Introduction to Digital Transformation,4.6,Siemens,Beginner,68.0,Course,1 - 3 Months
TOGAF 10 Foundation,3.6,EDUCBA,Beginner,11.0,Course,1 - 4 Weeks
Exploring Data Transformation with Google Cloud,4.8,Google Cloud,Beginner,812.0,Course,1 - 3 Months
The Science of Success: What Researchers Know that You Should Know,4.8,University of Michigan,Beginner,2800.0,Course,1 - 3 Months
Introduction to Machine Learning,4.7,Duke University,Intermediate,3600.0,Course,1 - 3 Months
