Course Title,Rating,Provider,Level,Reviews,Type,Duration / Weeks
Construction Cost Estimating and Cost Control,4.7,Columbia University,Beginner,2000.0,Course,12 - 24
EDIVET: Do you have what it takes to be a veterinarian?,4.8,The University of Edinburgh,Mixed,2400.0,Course,4 - 12
C Programming for Everybody,4.6,University of Michigan,Intermediate,51.0,Specialization,12 - 24
Storytelling and influencing: Communicate with impact,4.8,Macquarie University,Mixed,2100.0,Course,4 - 12
Memoir and Personal Essay: Write About Yourself,4.4,Wesleyan University,Beginner,405.0,Specialization,12 - 24
Implant Dentistry,4.8,The University of Hong Kong,Mixed,1500.0,Course,4 - 12
Introduction to DevOps,4.8,IBM,Beginner,2900.0,Course,4 - 12
Data for Business Analysts Using Microsoft Excel,4.6,Microsoft,Beginner,47.0,Course,4 - 12
Learn English: Advanced Academic Speaking and Listening,4.5,"University of California, Irvine",Intermediate,1300.0,Specialization,12 - 24
Introduction to Cybersecurity & Risk Management,4.7,"University of California, Irvine",Beginner,249.0,Specialization,4 - 12
Engineering Health: Introduction to Yoga and Physiology,4.8,New York University,Beginner,497.0,Course,12 - 24
Blockchain Revolution in Financial Services,4.7,INSEAD,Beginner,966.0,Specialization,12 - 24
Virtual Teacher,4.6,"University of California, Irvine",Beginner,2300.0,Specialization,12 - 24
Introduction to Environmental Law and Policy,4.8,The University of North Carolina at Chapel Hill,Mixed,2900.0,Course,4 - 12
Becoming an SAP Professional,4.7,SAP,Beginner,116.0,Course,1 - 4
Functional Programming in Scala,4.7,École Polytechnique Fédérale de Lausanne,Intermediate,11000.0,Specialization,12 - 24
Systems Biology and Biotechnology,4.4,Icahn School of Medicine at Mount Sinai,Intermediate,951.0,Specialization,12 - 24
Semiconductor Devices,4.4,University of Colorado Boulder,Advanced,543.0,Specialization,4 - 12
Learn Interpersonal Psychotherapy,5.0,University of Toronto,Mixed,13.0,Course,4 - 12
Introduction to the Biology of Cancer,4.8,Johns Hopkins University,Beginner,7400.0,Course,4 - 12
​​Church Administration: Human Resources,4.9,Duke University,Beginner,25.0,Specialization,4 - 12
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6,HEC Paris,Intermediate,750.0,Course,1 - 4
Weight Management: Beyond Balancing Calories,4.7,Emory University,Beginner,1100.0,Course,4 - 12
Learning to Teach Online,4.7,UNSW Sydney (The University of New South Wales),Beginner,3100.0,Course,4 - 12
Product Management: Foundations & Stakeholder Collaboration,4.6,SkillUp EdTech,Beginner,99.0,Course,4 - 12
Human Factors & Usability Engineering: Designing for Humans,5.0,Arizona State University,Intermediate,6.0,Specialization,12 - 24
Developing Front-End Apps with React,4.3,IBM,Intermediate,484.0,Course,1 - 4
"Power System: Generation, Transmission and Protection",4.5,L&T EduTech,Intermediate,115.0,Specialization,12 - 24
Global Environmental Management,4.7,Technical University of Denmark (DTU),Intermediate,2000.0,Course,4 - 12
Suicide Prevention,4.6,Wesleyan University,Beginner,231.0,Course,1 - 4
Strategies for Cloud Security Risk Management,4.7,Google Cloud,Beginner,13.0,Course,1 - 4
Trustworthy Generative AI,4.8,Vanderbilt University,Beginner,263.0,Course,1 - 4
English for Business and Entrepreneurship,4.8,University of Pennsylvania,Beginner,4800.0,Course,4 - 12
Integrative Nursing,4.8,University of Minnesota,Beginner,833.0,Specialization,12 - 24
"Introduction to Containers w/ Docker, Kubernetes & OpenShift",4.4,IBM,Intermediate,808.0,Course,4 - 12
How to Play Guitar,4.8,Berklee,Beginner,2600.0,Specialization,12 - 24
Arabic for Beginners,4.7,Khalifa University,Beginner,40.0,Specialization,12 - 24
Expressway to Data Science: Essential Math,4.5,University of Colorado Boulder,Intermediate,384.0,Specialization,12 - 24
5G for Everyone,4.8,Qualcomm Academy,Beginner,564.0,Course,4 - 12
Managing the Company of the Future,4.8,University of London,Mixed,3500.0,Course,4 - 12
Social Work Practice: Advocating Social Justice and Change,4.8,University of Michigan,Beginner,380.0,Course,1 - 4
Epidemiology: The Basic Science of Public Health,4.7,The University of North Carolina at Chapel Hill,Mixed,4700.0,Course,4 - 12
Artificial Intelligence: Ethics & Societal Challenges,4.7,Lund University,Beginner,139.0,Course,1 - 4
Introduction to Logic and Critical Thinking,4.6,Duke University,Beginner,3400.0,Specialization,12 - 24
How to Create an Online Course,4.6,The University of Edinburgh,Intermediate,126.0,Course,1 - 4
Home-Based Child Care,4.7,The State University of New York,Beginner,72.0,Specialization,12 - 24
Learn English: Advanced Grammar and Punctuation,4.8,"University of California, Irvine",Advanced,2500.0,Specialization,12 - 24
Implementing RPA with Cognitive Automation and Analytics,4.5,Automation Anywhere,Beginner,618.0,Specialization,12 - 24
Meta Social Media Marketing Capstone,4.8,Meta,Beginner,589.0,Course,1 - 4
Introduction to Microsoft 365 Copilot,4.8,Microsoft,Beginner,30.0,Course,4 - 12
Introduction to Comparative Indo-European Linguistics,4.5,Universiteit Leiden,Intermediate,79.0,Course,4 - 12
C++ Programming for Unreal Game Development,4.5,University of Colorado System,Intermediate,183.0,Specialization,12 - 24
Social Policy for Social Services & Health Practitioners,4.8,Columbia University,Beginner,438.0,Specialization,12 - 24
Finance of Mergers and Acquisitions: Valuation and Pricing,4.7,University of Illinois Urbana-Champaign,Intermediate,175.0,Course,4 - 12
Social Media Marketing,4.6,Northwestern University,Beginner,5400.0,Specialization,12 - 24
Navigating Generative AI for Leaders,4.9,Coursera,Beginner,79.0,Specialization,4 - 12
Healthier Materials and Sustainable Building,4.8,"Parsons School of Design, The New School",Intermediate,31.0,Specialization,4 - 12
Introduction to Scripting in Python,4.7,Rice University,Beginner,4200.0,Specialization,12 - 24
Hospitality Luxury Brand Management,4.5,Starweaver,Intermediate,26.0,Course,1 - 4
Effective Compliance Programs,4.9,University of Pennsylvania,Mixed,728.0,Course,1 - 4
Feminism and Social Justice,4.8,"University of California, Santa Cruz",Beginner,6100.0,Course,4 - 12
Google Cloud Big Data and Machine Learning Fundamentals,4.7,Google Cloud,Beginner,16000.0,Course,4 - 12
Construction Scheduling,4.8,Columbia University,Beginner,2100.0,Course,12 - 24
Apply Generative Adversarial Networks (GANs),4.8,DeepLearning.AI,Intermediate,518.0,Course,1 - 4
Learn English: Intermediate Grammar,4.8,"University of California, Irvine",Intermediate,5200.0,Specialization,12 - 24
Introduction to Events Management ,4.8,Coursera Instructor Network,Beginner,25.0,Course,1 - 4
Introduction to Microsoft Azure Cloud Services,4.6,Microsoft,Beginner,2200.0,Course,1 - 4
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,University of Pennsylvania,Intermediate,548.0,Course,4 - 12
Plant Bioinformatic Methods,4.7,University of Toronto,Beginner,2100.0,Specialization,12 - 24
Django for Everybody,4.7,University of Michigan,Intermediate,2400.0,Specialization,12 - 24
Introduction to Google Workspace Administration,4.7,Google Cloud,Beginner,2300.0,Course,1 - 4
Data Analysis with Spreadsheets and SQL,4.6,Meta,Beginner,86.0,Course,4 - 12
Modeling Risk and Realities,4.6,University of Pennsylvania,Mixed,2200.0,Course,1 - 4
Change Management for Generative AI,4.4,Vanderbilt University,Beginner,41.0,Course,1 - 4
Math Prep: College & Work Ready,4.4,University of North Texas,Beginner,193.0,Course,1 - 4
Leverage Data Science for a More Agile Supply Chain,4.5,"University of California, Irvine",Intermediate,259.0,Specialization,4 - 12
Dairy Production and Management,4.9,The Pennsylvania State University,Mixed,1400.0,Course,4 - 12
Financial Reporting,4.7,University of Illinois Urbana-Champaign,Intermediate,811.0,Specialization,12 - 24
Inclusive Leadership: The Power of Workplace Diversity,4.9,University of Colorado System,Beginner,1800.0,Course,1 - 4
Children's Human Rights - An Interdisciplinary Introduction,4.7,University of Geneva,Beginner,2100.0,Course,4 - 12
Supply Chain Management and Analytics,4.9,Unilever,Beginner,132.0,Course,4 - 12
"Internal Displacement, Conflict and Protection",4.9,University of London,Beginner,53.0,Course,4 - 12
Statistics with Python,4.6,University of Michigan,Beginner,3200.0,Specialization,4 - 12
"Teaching with Art: Using Inquiry, Activities, and Themes",4.8,The Museum of Modern Art,Intermediate,2000.0,Specialization,12 - 24
Entrepreneurship: Launching an Innovative Business,4.6,"University of Maryland, College Park",Beginner,2100.0,Specialization,12 - 24
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,4.8,Universiteit Leiden,Mixed,1100.0,Course,4 - 12
Excel Skills for Business: Intermediate II,4.8,Macquarie University,Intermediate,8100.0,Course,4 - 12
Data Structures,4.6,University of California San Diego,Intermediate,5400.0,Course,4 - 12
AI and Climate Change,4.8,DeepLearning.AI,Beginner,80.0,Course,1 - 4
Creative Writing: The Craft of Plot,4.7,Wesleyan University,Mixed,4800.0,Course,1 - 4
Generative AI Essentials: Overview and Impact,4.6,University of Michigan,Beginner,102.0,Course,1 - 4
Good with Words: Speaking and Presenting,4.6,University of Michigan,Beginner,241.0,Specialization,12 - 24
Generative AI: Enhance your Data Analytics Career ,4.7,IBM,Intermediate,37.0,Course,1 - 4
Data Analytics in the Public Sector with R,4.8,University of Michigan,Intermediate,52.0,Specialization,12 - 24
Renewable Energy and Green Building Entrepreneurship,4.7,Duke University,Beginner,2700.0,Course,4 - 12
Fundamentals of Music Theory,4.5,The University of Edinburgh,Beginner,1800.0,Course,4 - 12
Nutrition and Lifestyle in Pregnancy,4.8,Ludwig-Maximilians-Universität München (LMU),Intermediate,3000.0,Course,1 - 4
Life Cycle Assessment,4.2,University of Michigan,Intermediate,38.0,Course,4 - 12
Security Awareness Training,4.7,ISC2,Beginner,1200.0,Course,4 - 12
Developing AI Applications with Python and Flask,4.4,IBM,Intermediate,731.0,Course,1 - 4
Ecology: Ecosystem Dynamics and Conservation,4.8,American Museum of Natural History,Intermediate,3200.0,Course,4 - 12
Econometrics: Methods and Applications,4.6,Erasmus University Rotterdam,Mixed,1200.0,Course,4 - 12
Robotics: Aerial Robotics,4.5,University of Pennsylvania,Mixed,3100.0,Course,1 - 4
Python Programming Fundamentals,3.6,Duke University,Beginner,29.0,Course,1 - 4
An Introduction to Accessibility and Inclusive Design,4.7,University of Illinois Urbana-Champaign,Beginner,210.0,Course,4 - 12
Image Processing for Engineering and Science,4.8,MathWorks,Beginner,142.0,Specialization,4 - 12
Epidemiology for Public Health,4.8,Imperial College London,Beginner,1200.0,Specialization,4 - 12
Roman Architecture,4.9,Yale University,Beginner,631.0,Course,12 - 24
Retail Marketing Strategy,4.8,University of Pennsylvania,Beginner,229.0,Course,1 - 4
Excel Skills for Business Forecasting,4.9,Macquarie University,Intermediate,263.0,Specialization,12 - 24
ESG and Social Activism,4.8,University of Pennsylvania,Beginner,138.0,Course,1 - 4
Building Scalable Java Microservices with Spring Boot and Spring Cloud,4.3,Google Cloud,Intermediate,1300.0,Course,1 - 4
Big Data,4.5,University of California San Diego,Beginner,14000.0,Specialization,12 - 24
Hands-on Introduction to Linux Commands and Shell Scripting,4.7,IBM,Beginner,1200.0,Course,1 - 4
Introduction to Computer Science and Programming,4.2,University of London,Beginner,1400.0,Specialization,12 - 24
Autodesk CAD/CAM for Manufacturing,4.8,Autodesk,Intermediate,977.0,Specialization,12 - 24
"Positive Psychology: Character, Grit and Research Methods",4.4,University of Pennsylvania,Beginner,1100.0,Course,1 - 4
The Language of Design: Form and Meaning,4.6,California Institute of the Arts,Beginner,820.0,Course,4 - 12
Preventing Chronic Pain: A Human Systems Approach,4.7,University of Minnesota,Beginner,409.0,Course,4 - 12
Front-End Developer Capstone ,4.6,Meta,Intermediate,346.0,Course,1 - 4
Health Information Literacy for Data Analytics,4.5,"University of California, Davis",Intermediate,226.0,Specialization,12 - 24
Introduction to Good Clinical Practice,4.6,Novartis,Beginner,177.0,Course,1 - 4
"Recruiting, Hiring, and Onboarding Employees",4.7,University of Minnesota,Mixed,4400.0,Course,1 - 4
Building No-Code Apps with AppSheet,4.7,Google Cloud,Beginner,144.0,Specialization,12 - 24
"Remote Sensing Image Acquisition, Analysis and Applications",4.7,UNSW Sydney (The University of New South Wales),Intermediate,150.0,Course,12 - 24
Credit Risk Management: Frameworks and Strategies,4.6,New York Institute of Finance,Beginner,263.0,Course,4 - 12
"Everyday Excel, Part 1",4.7,University of Colorado Boulder,Beginner,3400.0,Course,4 - 12
Precision Medicine,4.5,University of Geneva,Intermediate,282.0,Course,4 - 12
Qualitative Research Methods in Psychology,4.5,American Psychological Association,Beginner,10.0,Specialization,12 - 24
Design of Ventilation& Air conditioning System for Buildings,3.8,L&T EduTech,Intermediate,11.0,Specialization,12 - 24
Leadership in 21st Century Organizations,4.8,Copenhagen Business School,Mixed,1100.0,Course,12 - 24
Data Analysis Using Python,4.5,University of Pennsylvania,Beginner,392.0,Course,1 - 4
Expressway to Data Science: Python Programming,4.7,University of Colorado Boulder,Beginner,180.0,Specialization,4 - 12
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,4.8,McMaster University,Beginner,13000.0,Course,1 - 4
Employee Relations,4.7,HRCI,Beginner,132.0,Course,1 - 4
Machine Learning and Reinforcement Learning in Finance,3.7,New York University,Intermediate,799.0,Specialization,12 - 24
Introduction to Microsoft Dynamics 365,4.6,Microsoft,Beginner,41.0,Course,4 - 12
"Incident Response, BC, and DR Concepts",4.8,ISC2,Beginner,178.0,Course,4 - 12
"Sleep: Neurobiology, Medicine, and Society",4.8,University of Michigan,Beginner,761.0,Course,4 - 12
The Payroll Professional,4.8,"Automatic Data Processing, Inc. (ADP)",Beginner,40.0,Course,1 - 4
IELTS Writing Section Skills Mastery,4.7,"University of California, Irvine",Beginner,1100.0,Course,1 - 4
COVID-19 Contact Tracing,4.9,Johns Hopkins University,Beginner,95000.0,Course,4 - 12
Accounting Analytics,4.5,University of Pennsylvania,Mixed,3000.0,Course,1 - 4
Decision-Making and Scenarios,4.6,University of Pennsylvania,Mixed,1700.0,Course,1 - 4
AI For Medical Treatment,4.7,DeepLearning.AI,Intermediate,515.0,Course,1 - 4
Digital Marketing Strategy and Planning,4.6,Digital Marketing Institute,Beginner,428.0,Specialization,4 - 12
Mathematics for Machine Learning: Multivariate Calculus,4.7,Imperial College London,Beginner,5600.0,Course,4 - 12
Accounting for Decision Making,4.7,University of Michigan,Intermediate,455.0,Course,4 - 12
Hands-on Internet of Things,4.7,University of Illinois Urbana-Champaign,Intermediate,240.0,Specialization,12 - 24
Troubleshooting and Debugging Techniques,4.6,Google,Beginner,2900.0,Course,1 - 4
Computer Communications,4.6,University of Colorado System,Intermediate,3100.0,Specialization,12 - 24
Autodesk Generative Design for Manufacturing,4.8,Autodesk,Advanced,357.0,Specialization,12 - 24
Introduction to 3D Modeling,3.7,University of Michigan,Beginner,19.0,Course,1 - 4
Entrepreneurship 2: Launching your Start-Up,4.8,University of Pennsylvania,Mixed,2000.0,Course,1 - 4
Data Analytics in Sports Law and Management,4.9,The State University of New York,Beginner,19.0,Specialization,12 - 24
Introduction to battery-management systems,4.8,University of Colorado Boulder,Intermediate,2100.0,Course,4 - 12
The Economics of Health Care Delivery,4.8,University of Pennsylvania,Mixed,659.0,Course,1 - 4
Social and Economic Networks:  Models and Analysis,4.8,Stanford University,Advanced,733.0,Course,4 - 12
Chinese for HSK 1,4.9,Peking University,Beginner,2400.0,Course,4 - 12
Dino 101: Dinosaur Paleobiology,4.9,University of Alberta,Beginner,3500.0,Course,4 - 12
Python Project for Data Engineering,4.6,IBM,Intermediate,642.0,Course,1 - 4
Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,4.8,University of Colorado Boulder,Beginner,134.0,Course,4 - 12
Managing Your Health: The Role of Physical Therapy and Exercise,4.7,University of Toronto,Beginner,702.0,Course,4 - 12
Strategic Communication Campaigns,4.8,University of Colorado Boulder,Beginner,18.0,Specialization,4 - 12
